NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Helen,Atoll Reef,Caroline Islands,2.8932,131.7843,http://dpanther2.fiu.edu/worldAtolls/240. Helen.jpg,"Platform 147.8 km2, lagoon 122.5 km2. South of pass on western rim: numerous patch reefs; Dmax 60m. Refs: Allen Coral Reef Atlas 05/21; P10 (for depth).","Platform 147.8 km2, lagoon 122.5 km2. South of pass on western rim: numerous patch reefs; Dmax 60m. Refs: Allen Coral Reef Atlas 05/21; P10 (for depth).",14670161.170548005,322206.5086436481
Mermaid,Atoll Reef,Eastern indian Ocean,-17.1247,119.6288,http://dpanther2.fiu.edu/worldAtolls/32. Mermaid.jpg,"Platform 86.1 km2. Coral/algal rim. Inner reef flat rock & rubble at west, rocky on east. This sand apron surrounds 40.3 km2 lagoon almost all 10-20m deep with many reef-like structures. Ref: Allen Reef Atlas accessed 5/21; Dmax 30m by Purdy, 2001.","Platform 86.1 km2. Coral/algal rim. Inner reef flat rock & rubble at west, rocky on east. This sand apron surrounds 40.3 km2 lagoon almost all 10-20m deep with many reef-like structures. Ref: Allen Reef Atlas accessed 5/21; Dmax 30m by Purdy, 2001.",13317017.100210374,-1935345.695871784
Kayangel,Atoll,Caroline Islands,8.0727,134.7054,http://dpanther2.fiu.edu/worldAtolls/241. Kayangel.jpg,"Platform 25.5 km2 with coral rim, esp. W to NE. Peri-lagoon sand with µalgal mats at S & W. Lagoon 11.9 km2, Dmax 12m. Refs: Allen Coral Atlas 05/21; Y1.","Platform 25.5 km2 with coral rim, esp. W to NE. Peri-lagoon sand with µalgal mats at S & W. Lagoon 11.9 km2, Dmax 12m. Refs: Allen Coral Atlas 05/21; Y1.",14995336.53510424,901636.9427806915
Clerke,Atoll Reef,Eastern indian Ocean,-17.329,119.351,http://dpanther2.fiu.edu/worldAtolls/33. Clerke.jpg,"Small sand cay at NE end, platform 92 km2 rimmed by coral/algae. Outer reef flat rocky. Inner reef flat rubble. Two shallow lagoons with sand & microalgae, plus small deeper areas. Ref. Allen Coral Atlas. Dmax 8m by Purdy, 2001.","Small sand cay at NE end, platform 92 km2 rimmed by coral/algae. Outer reef flat rocky. Inner reef flat rubble. Two shallow lagoons with sand & microalgae, plus small deeper areas. Ref. Allen Coral Atlas. Dmax 8m by Purdy, 2001.",13286092.545668006,-1959156.4397411987
Ngulu,Atoll Reef,Caroline Islands,8.4507,137.4544,http://dpanther2.fiu.edu/worldAtolls/242. Ngulu.jpg,"Platform 438 km2, with multiple passes, partly submerged on east. Larger islands rocky and rimmed with coral/algae. Lagoon almost entirely >20m. Pinnacles at W pass. Dmax 60m. Refs: Allen Coral Atlas 05/21; P10.","Platform 438 km2, with multiple passes, partly submerged on east. Larger islands rocky and rimmed with coral/algae. Lagoon almost entirely >20m. Pinnacles at W pass. Dmax 60m. Refs: Allen Coral Atlas 05/21; P10.",15301353.81529495,944157.0608736933
Imperieuse,Atoll Reef,Eastern indian Ocean,-17.5871,118.9318,http://dpanther2.fiu.edu/worldAtolls/34. Imperieuse.jpg,"large areas dry at low water. Platform 110.7 km2 with coral/algal rim as well as inlagoons. Outer reef flat rocky, followed by shallow lagoon with rubble and sand with microalgae. Two east lagoons deeper with numerous coral patches. Ref: Allen Coral Atla","large areas dry at low water. Platform 110.7 km2 with coral/algal rim as well as inlagoons. Outer reef flat rocky, followed by shallow lagoon with rubble and sand with microalgae. Two east lagoons deeper with numerous coral patches. Ref: Allen Coral Atla",13239427.415127462,-1989275.4034066163
Ulithi,Atoll,Caroline Islands,9.955,139.6495,http://dpanther2.fiu.edu/worldAtolls/243. Ulithi.jpg,"Platform 361 km2, multiple passes, coral/algal rim. Flats rocky leading to thin sand apron. Lagoonal reefs & coral/algal back reef slope, esp. at NW. A few scattered islets/pinnacles in deeper lagoon, Dmax 64m. Refs: Allen Coral Atlas 05/21; P10.","Platform 361 km2, multiple passes, coral/algal rim. Flats rocky leading to thin sand apron. Lagoonal reefs & coral/algal back reef slope, esp. at NW. A few scattered islets/pinnacles in deeper lagoon, Dmax 64m. Refs: Allen Coral Atlas 05/21; P10.",15545711.229535269,1113803.6717182945
Sorol,Atoll,Caroline Islands,8.1452,140.3724,http://dpanther2.fiu.edu/worldAtolls/244. Sorol.jpg,"Platform 20.1 km2, open with shallow reef at W. Coral/algae and reef slope coral esp. at NE. Lagoon 7.7 km2 without islands/pinnacles; Dmax 45m. Refs: Allen Coral Atlas 06/21; P10.","Platform 20.1 km2, open with shallow reef at W. Coral/algae and reef slope coral esp. at NE. Lagoon 7.7 km2 without islands/pinnacles; Dmax 45m. Refs: Allen Coral Atlas 06/21; P10.",15626184.089429725,909789.1148077577
Cherbaniani,Atoll Reef,Lakshadweep Islands,12.3498,71.9068,http://dpanther2.fiu.edu/worldAtolls/35. Cherbaniani.jpg,"Platform 48.5 km2 with notable coral/algae development western & south, the latter with seagrass. lagoon flat rocky, followed by rubble. Sand occupies the dominant portion of the lagoon, all <10m deep. Ref: Allen Coral Atlas 04/21.","Platform 48.5 km2 with notable coral/algae development western & south, the latter with seagrass. lagoon flat rocky, followed by rubble. Sand occupies the dominant portion of the lagoon, all <10m deep. Ref: Allen Coral Atlas 04/21.",8004628.360573768,1385543.9994833996
Eauripik,Atoll Reef,Caroline Islands,6.6899,143.0416,http://dpanther2.fiu.edu/worldAtolls/245. Eurapik.jpg,"Islands 1.6 percent of rim; platform 20.2 km2, rimmed by coral/algae; lagoon flat rocky ~500m wide at N. Lagoon 6.3 km2, >20m deep. Thin sand apron with back reef at west, no islands. Ref: Allen Coral Atlas 05/21.","Islands 1.6 percent of rim; platform 20.2 km2, rimmed by coral/algae; lagoon flat rocky ~500m wide at N. Lagoon 6.3 km2, >20m deep. Thin sand apron with back reef at west, no islands. Ref: Allen Coral Atlas 05/21.",15923318.074255124,746414.181039933
Byramgore,Atoll Reef,Lakshadweep Islands,11.8942,71.8011,http://dpanther2.fiu.edu/worldAtolls/36. Byramgore.jpg,"Platform 139 km2 of which ~102 km2 is near surface to map. Coral/algae outlines rim and is prominent in lagoon with sand, 98% of which is <10m deep or less. Rock, rubble and sand at the SW end of the platform. Ref: Allen Coral Atlas 04/21.","Platform 139 km2 of which ~102 km2 is near surface to map. Coral/algae outlines rim and is prominent in lagoon with sand, 98% of which is <10m deep or less. Rock, rubble and sand at the SW end of the platform. Ref: Allen Coral Atlas 04/21.",7992861.890396923,1333670.043168109
Woleai,Atoll,Caroline Islands,7.3462,143.8652,http://dpanther2.fiu.edu/worldAtolls/246. Woleai.jpg,"Platform 48.1 km2, coral/algae rim. lagoon with coral/algae at inner reef flat; patchy sand apron. Lagoon primarily >20m deep, 29.68 km2, with several coral-rimmed pinnacles/islets; Dmax 53m. Refs: Allen Coral Atlas 05/21; Purdy 2001.","Platform 48.1 km2, coral/algae rim. lagoon with coral/algae at inner reef flat; patchy sand apron. Lagoon primarily >20m deep, 29.68 km2, with several coral-rimmed pinnacles/islets; Dmax 53m. Refs: Allen Coral Atlas 05/21; Purdy 2001.",16015000.80687247,820025.0886622912
Chetlat,Atoll,Lakshadweep Islands,11.6935,72.7078,http://dpanther2.fiu.edu/worldAtolls/37. Chetlat.jpg,"Platform 6.7 km2, with coral/algal rim and inner reef flat. Lagoon with seagrass et edge, mostly rocky interior less than 10m deep. Ref: Allan Coral Atlas 04/21.","Platform 6.7 km2, with coral/algal rim and inner reef flat. Lagoon with seagrass et edge, mostly rocky interior less than 10m deep. Ref: Allan Coral Atlas 04/21.",8093795.272699184,1310846.3863345275
Ifalik,Atoll,Caroline Islands,7.2508,144.4462,http://dpanther2.fiu.edu/worldAtolls/247. Ifalik.jpg,"Platform 8.16 km2, strongly rimmed by coral/algae & deeper outer reef slope. Lagoon 2.71 km2; sand apron 500m or more at W, less at E; apron = 1 km2. Three sand pinnacles/islets, Dmax 20m. Refs: Allen Coral Atlas 06/21; P10.","Platform 8.16 km2, strongly rimmed by coral/algae & deeper outer reef slope. Lagoon 2.71 km2; sand apron 500m or more at W, less at E; apron = 1 km2. Three sand pinnacles/islets, Dmax 20m. Refs: Allen Coral Atlas 06/21; P10.",16079677.431023363,809318.4603959464
Bitra Par,Atoll Reef,Lakshadweep Islands,11.5482,72.1636,http://dpanther2.fiu.edu/worldAtolls/38. Bitra Par.jpg,"Islands 3 percent of rim area; platform 66.2 km2, rimmed by coral/algae. Lagoon flat rock, then coral algae. Rubble & seagrass at lagoon edge. Lagoon with sand with coral/algae toward edges and near center. Ref: Allen Coral Atlas 04/21.","Islands 3 percent of rim area; platform 66.2 km2, rimmed by coral/algae. Lagoon flat rock, then coral algae. Rubble & seagrass at lagoon edge. Lagoon with sand with coral/algae toward edges and near center. Ref: Allen Coral Atlas 04/21.",8033215.20580948,1294333.1719554598
Faraulep,Atoll,Caroline Islands,8.591,144.5096,http://dpanther2.fiu.edu/worldAtolls/248. Faraulep.jpg,"Platform 10.55 km2, coral/algal rim & reef slope, esp. at NE, passes at S with coral-rimmed islands. Lagoon 3.0 km2. Apron 300-500m at W. Lagoon Dmax 20m. Refs: Allen Coral Atlas 06/21; P10.","Platform 10.55 km2, coral/algal rim & reef slope, esp. at NE, passes at S with coral-rimmed islands. Lagoon 3.0 km2. Apron 300-500m at W. Lagoon Dmax 20m. Refs: Allen Coral Atlas 06/21; P10.",16086735.086739656,959949.5063667543
Olimarao,Atoll,Caroline Islands,7.6901,145.8716,http://dpanther2.fiu.edu/worldAtolls/249. Olimarao.jpg,"Platform 11.78 km2, strongly rimmed with coral/algae and deeper reef slope. Two islands rim open at south. Lagoon 6.25 km2 with thin apron, mostly >20m deep, 5.45 km2, Dmax 31m. Refs: Allen Coral Atlas 05/21; Purdy 2001.","Platform 11.78 km2, strongly rimmed with coral/algae and deeper reef slope. Two islands rim open at south. Lagoon 6.25 km2 with thin apron, mostly >20m deep, 5.45 km2, Dmax 31m. Refs: Allen Coral Atlas 05/21; Purdy 2001.",16238352.23320009,858639.874413773
Kiltan,Atoll,Lakshadweep Islands,11.4803,73.0017,http://dpanther2.fiu.edu/worldAtolls/39. Kiltan.jpg,"Platform 6.6 km2, with lg component (44%) of coral/algae at rim and lagoon flats, followed by seagrass. Lagoon all <10m deep, primarily rock. Ref: Allan Coral Atlas 04/21.","Platform 6.6 km2, with lg component (44%) of coral/algae at rim and lagoon flats, followed by seagrass. Lagoon all <10m deep, primarily rock. Ref: Allan Coral Atlas 04/21.",8126512.071043323,1286619.3378312266
Kademat,Atoll,Lakshadweep Islands,11.2206,72.7685,http://dpanther2.fiu.edu/worldAtolls/40. Kademat.jpg,"Platform 32.0 km2; coral/alga margin, rocky lagoon flat followed by seagrass lagoon margin. Lagoon rubble and sand all < 10m deep. Ref: Allen Coral Atlas 04/21.","Platform 32.0 km2; coral/alga margin, rocky lagoon flat followed by seagrass lagoon margin. Lagoon rubble and sand all < 10m deep. Ref: Allen Coral Atlas 04/21.",8100552.365790336,1257132.9367555066
Elato,Atoll,Caroline Islands,7.4406,146.1477,http://dpanther2.fiu.edu/worldAtolls/250. Elato.jpg,"Elato platform (13.6 km2) connected to Lamolior Atoll (4.65 km2 platform, 1.74 km2 lagoon) by a 20 m-deep submarine ridge. Elato lagoon bisected by shallow sand channel; north lagoon 2.7 km2; south 2.38 km2. Refs: Allen Coral Atlas 06/21; W4.","Elato platform (13.6 km2) connected to Lamolior Atoll (4.65 km2 platform, 1.74 km2 lagoon) by a 20 m-deep submarine ridge. Elato lagoon bisected by shallow sand channel; north lagoon 2.7 km2; south 2.38 km2. Refs: Allen Coral Atlas 06/21; W4.",16269087.54460812,830621.7505536183
Peremul Par,Atoll Reef,Lakshadweep Islands,11.1499,72.0609,http://dpanther2.fiu.edu/worldAtolls/41. Peremul Par.jpg,"Platform 74 km2, lagoon >97% less than 10m deep; coral/algae at periphery and near center, but most of the lagoon is sandy. Ref: Allen Coral Atlas 04/21.","Platform 74 km2, lagoon >97% less than 10m deep; coral/algae at periphery and near center, but most of the lagoon is sandy. Ref: Allen Coral Atlas 04/21.",8021782.694105013,1249110.2584527156
Lamotrek,Atoll,Caroline Islands,7.4921,146.3187,http://dpanther2.fiu.edu/worldAtolls/251. Lamotrek.jpg,"Platform obtusely triangular 51.6 km2. NE & SW rim submerged, coral/algae development at island N, & rim S. Lagoon 34.0 km2, Dx̄ 32.7m, Dmax 50m. Refs: Allen Coral Atlas 06/21; T5; P10.","Platform obtusely triangular 51.6 km2. NE & SW rim submerged, coral/algae development at island N, & rim S. Lagoon 34.0 km2, Dx̄ 32.7m, Dmax 50m. Refs: Allen Coral Atlas 06/21; T5; P10.",16288123.17753376,836403.7278979785
Bangaram & Agatti,Atoll,Lakshadweep Islands,10.9128,72.2279,http://dpanther2.fiu.edu/worldAtolls/42. Bangaram & Agatti.jpg,"Bangaram platform 43 km2, coral/algae at rim E, N and S boundaries. Lagoon all <10m deep, rock, then rubble, primarily sandy lagoon. Aggatti platform 28.6 km2 with similar structure, outer flat with more rock. Ref: Allen Coral Atlas 05/21.","Bangaram platform 43 km2, coral/algae at rim E, N and S boundaries. Lagoon all <10m deep, rock, then rubble, primarily sandy lagoon. Aggatti platform 28.6 km2 with similar structure, outer flat with more rock. Ref: Allen Coral Atlas 05/21.",8040373.049067489,1222219.51682839
West Fayu,Atoll Reef,Caroline Islands,8.0743,146.7162,http://dpanther2.fiu.edu/worldAtolls/252. West Fayu.jpg,"Platform 15.18 km2 with pass and strong coral/algae development at south. Lagoon shoal rock/rubble, 450-500 m wide sand apron NE & W, less elsewhere. Lagoon 5.85 km2, coral algae at N, mostly >20m deep, Dmax 38m. Refs: Allen Coral Atlas 05/21; Purdy 2001","Platform 15.18 km2 with pass and strong coral/algae development at south. Lagoon shoal rock/rubble, 450-500 m wide sand apron NE & W, less elsewhere. Lagoon 5.85 km2, coral algae at N, mostly >20m deep, Dmax 38m. Refs: Allen Coral Atlas 05/21; Purdy 2001",16332372.675124092,901816.8369473566
Kavaratti,Atoll,Lakshadweep Islands,10.5617,72.6294,http://dpanther2.fiu.edu/worldAtolls/43. Kavaratti.jpg,"Platform 11.6 km2; coral/algae rim, esp. NW side; lagoon flat rocky; seagrass at NW with complex arrangement of coral, rubble & microalgal mats in lagoon, all <10m deep. Ref: Allen Coral Atlas 04/21.","Platform 11.6 km2; coral/algae rim, esp. NW side; lagoon flat rocky; seagrass at NW with complex arrangement of coral, rubble & microalgal mats in lagoon, all <10m deep. Ref: Allen Coral Atlas 04/21.",8085067.824620986,1182438.690601924
Puluwat,Atoll,Caroline Islands,7.3592,149.1893,http://dpanther2.fiu.edu/worldAtolls/254. Puluwat.jpg,"Atoll part of a much larger submerged platform 332 km2; Emergent platform ~9km2, coral/algae at rim esp. at NE/E with two islands dominant. Hoa at N, pass at S. Lagoon 1.52 km2; apron >400m wide at N/NW. Dmax 60m. Refs: Allen Coral Atlas 05/21; P10.","Atoll part of a much larger submerged platform 332 km2; Emergent platform ~9km2, coral/algae at rim esp. at NE/E with two islands dominant. Hoa at N, pass at S. Lagoon 1.52 km2; apron >400m wide at N/NW. Dmax 60m. Refs: Allen Coral Atlas 05/21; P10.",16607676.907804942,821484.240431257
Kalpeni,Atoll,Lakshadweep Islands,10.1026,73.6394,http://dpanther2.fiu.edu/worldAtolls/44. Kalpeni.jpg,"Platform 27.3 km2, lagoon all <10 m deep. Coral/Algae best developed on western side; central lagoon primarily sand. Ref: Allen Coral Atlas 04/21.","Platform 27.3 km2, lagoon all <10 m deep. Coral/Algae best developed on western side; central lagoon primarily sand. Ref: Allen Coral Atlas 04/21.",8197500.510322199,1130489.3853596207
Pulusuk,"Closed Atoll, Altered Salinity/Oxygen",Caroline Islands,6.6915,149.3024,http://dpanther2.fiu.edu/worldAtolls/253. Pulusuk.jpg,Platform elongated and largely submerged (261 km2) below 20m. Island and reefs <20m deep (Allen Coral Atlas geomorphic view) constitute 7.2 km2. Island's 15 ha brackish lagoon 1-4 m deep. Ref: Allen Coral Atlas 05/21; W3.,Platform elongated and largely submerged (261 km2) below 20m. Island and reefs <20m deep (Allen Coral Atlas geomorphic view) constitute 7.2 km2. Island's 15 ha brackish lagoon 1-4 m deep. Ref: Allen Coral Atlas 05/21; W3.,16620267.14221365,746593.513556057
Suheli Par,Atoll,Lakshadweep Islands,10.0774,72.2915,http://dpanther2.fiu.edu/worldAtolls/45. Suheli Par.jpg,"Island 6% of rim area; platform 97.8 km2 rimmed by coral/algae. Outer lagoon flats rock/coral at NW, rock at SE. Inner flats rubble. Lagoon <10m deep with coral/algae & sand most common elements. Ref: Allen Coral Atlas 04/21.","Island 6% of rim area; platform 97.8 km2 rimmed by coral/algae. Outer lagoon flats rock/coral at NW, rock at SE. Inner flats rubble. Lagoon <10m deep with coral/algae & sand most common elements. Ref: Allen Coral Atlas 04/21.",8047452.968681942,1127640.0659445752
Namonuito,Atoll,Caroline Islands,8.72,150.355,http://dpanther2.fiu.edu/worldAtolls/255. Namonuito.jpg,"Platform 2145.2 km2, 83% of which is submerged. Cays at N-SE & SW where islands are rimmed by coral/algae. Lagoon almost entirely >20m deep. Dx̄ 48.8m, Dmax 65m. Refs: Allen Coral Atlas 05/21; P10; T5.","Platform 2145.2 km2, 83% of which is submerged. Cays at N-SE & SW where islands are rimmed by coral/algae. Lagoon almost entirely >20m deep. Dx̄ 48.8m, Dmax 65m. Refs: Allen Coral Atlas 05/21; P10; T5.",16737442.038222648,974475.155473534
Ihvandiffulu,Atoll,Maldive Islands,7.0279,72.9124,http://dpanther2.fiu.edu/worldAtolls/47. Ihvandiffulu.jpg,Platform area 286 km2. Marginal & lagoon reefs rimmed with coral/algae followed by rock and sand. Dmax 49m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.,Platform area 286 km2. Marginal & lagoon reefs rimmed with coral/algae followed by rock and sand. Dmax 49m. Refs: Allen Coral Atlas 05/21; Isaack & Gischler 2015.,8116571.2405154845,784311.4457731656
Pulap,Atoll,Caroline Islands,7.5901,149.422,http://dpanther2.fiu.edu/worldAtolls/256. Pulap.jpg,"Platform 43 km2, eastern and SW rim submerged (51% of perimeter). Coral/algae developed around emergent portions. Lagoon Dmax 35m, no islet/pinnacle development. Ref: Allen Coral Atlas 05/21; P10.","Platform 43 km2, eastern and SW rim submerged (51% of perimeter). Coral/algae developed around emergent portions. Lagoon Dmax 35m, no islet/pinnacle development. Ref: Allen Coral Atlas 05/21; P10.",16633580.953312527,847408.2174675813
Tilladumatti,Atoll,Maldive Islands,6.7164,73.0161,http://dpanther2.fiu.edu/worldAtolls/48. Tilladumatti.jpg,"One atoll divided by shelf break, but often with two names. Total platform area combined with Miladhunmadulu 3850 km2; Dmax 58m Ref: Isaack & Gischler 2015.","One atoll divided by shelf break, but often with two names. Total platform area combined with Miladhunmadulu 3850 km2; Dmax 58m Ref: Isaack & Gischler 2015.",8128115.071710748,749384.4516486181
